household_key,day,coupon_upc,campaign,campaign_type,start_day,end_day
2314,507,52898920076,13,TypeA,504,551
2314,507,57631000076,13,TypeA,504,551
2314,600,54300026050,18,TypeA,587,642
2317,419,10000085364,8,TypeA,412,460
2317,419,51111110076,8,TypeA,412,460
2317,419,53620010050,8,TypeA,412,460
2317,422,55113140076,8,TypeA,412,460
2317,447,53663200076,8,TypeA,412,460
2317,519,10000085429,13,TypeA,504,551
2317,519,51480000076,13,TypeA,504,551
2317,519,57047091041,13,TypeA,504,551
2317,642,10000085475,18,TypeA,587,642
2317,642,10000089277,18,TypeA,587,642
2322,431,54154888076,8,TypeA,412,460
2322,442,54610020076,8,TypeA,412,460
2322,442,57047092032,8,TypeA,412,460
2324,451,10000085363,8,TypeA,412,460
2324,451,10000085366,8,TypeA,412,460
2324,543,54178802078,13,TypeA,504,551
2324,543,57680810050,13,TypeA,504,551
2324,627,10000085479,18,TypeA,587,642
2330,422,10000085364,8,TypeA,412,460
2330,422,54470020031,8,TypeA,412,460
2330,422,57127900036,8,TypeA,412,460
2331,343,51111073935,30,TypeA,323,369
2331,343,51111074635,30,TypeA,323,369
2331,505,10000089110,13,TypeA,504,551
2334,506,10000085425,13,TypeA,504,551
2334,506,54200000076,13,TypeA,504,551
2341,416,10000085367,8,TypeA,412,460
2341,416,52840031033,8,TypeA,412,460
2342,593,57631000076,18,TypeA,587,642
2342,607,10000085479,18,TypeA,587,642
2347,626,55703711082,18,TypeA,587,642
2351,517,10000089081,13,TypeA,504,551
2351,517,51700010076,13,TypeA,504,551
2351,517,53620010050,13,TypeA,504,551
2351,517,55410000076,13,TypeA,504,551
2351,521,10000085426,13,TypeA,504,551
2351,521,10000089134,13,TypeA,504,551
2351,549,55340000082,13,TypeA,504,551
2351,598,10000085475,18,TypeA,587,642
2351,598,53120026033,18,TypeA,587,642
2351,605,55400061078,18,TypeA,587,642
2351,605,57143020076,18,TypeA,587,642
2351,626,52113100033,18,TypeA,587,642
2364,594,10000085479,18,TypeA,587,642
2364,599,10000089272,18,TypeA,587,642
2366,411,53700048051,7,TypeB,398,432
2366,411,57050100076,7,TypeB,398,432
2366,426,10000089054,8,TypeA,412,460
2366,516,10000085429,13,TypeA,504,551
2366,516,10000089106,13,TypeA,504,551
2366,516,53010030033,13,TypeA,504,551
2366,516,53620010050,13,TypeA,504,551
2366,516,54300020076,13,TypeA,504,551
2366,544,51254600014,13,TypeA,504,551
2370,438,10000085363,8,TypeA,412,460
2370,507,54200000076,13,TypeA,504,551
2370,616,10000085479,18,TypeA,587,642
2370,616,10000089290,18,TypeA,587,642
2370,616,55410000076,18,TypeA,587,642
2370,639,10000089269,18,TypeA,587,642
2370,639,52100023024,18,TypeA,587,642
2370,639,52500010050,18,TypeA,587,642
2374,518,50004510078,13,TypeA,504,551
2374,615,10000085479,18,TypeA,587,642
2374,615,10000089239,18,TypeA,587,642
2374,615,52100023024,18,TypeA,587,642
2374,615,52500010050,18,TypeA,587,642
2374,615,54060060076,18,TypeA,587,642
2374,640,50581447025,18,TypeA,587,642
2375,529,10000085426,13,TypeA,504,551
2375,529,10000089106,13,TypeA,504,551
2375,529,10000089134,13,TypeA,504,551
2375,529,52740022050,13,TypeA,504,551
2375,529,52840050076,13,TypeA,504,551
2375,529,53010030033,13,TypeA,504,551
2375,529,54154889076,13,TypeA,504,551
2375,529,55410000076,13,TypeA,504,551
2375,591,10000089237,18,TypeA,587,642
2378,593,54200029176,18,TypeA,587,642
2378,593,55410000076,18,TypeA,587,642
2378,610,10000085475,18,TypeA,587,642
2380,415,10000089018,8,TypeA,412,460
2380,415,53010010033,8,TypeA,412,460
2380,415,53800050033,8,TypeA,412,460
2380,420,10000085364,8,TypeA,412,460
2380,505,10000089108,13,TypeA,504,551
2380,505,51600070033,13,TypeA,504,551
2380,505,54200000076,13,TypeA,504,551
2380,505,54369530009,13,TypeA,504,551
2380,510,56414410013,13,TypeA,504,551
2380,521,10000089127,13,TypeA,504,551
2380,532,57047091041,13,TypeA,504,551
2380,596,10000089246,18,TypeA,587,642
2380,596,10000089290,18,TypeA,587,642
2380,596,53120026033,18,TypeA,587,642
2380,604,10000085476,18,TypeA,587,642
2380,623,52100054076,18,TypeA,587,642
2380,623,57680000050,18,TypeA,587,642
2380,630,51500050033,19,TypeB,603,635
2380,636,51600070033,18,TypeA,587,642
2398,637,10000085477,18,TypeA,587,642
2400,567,10000085436,16,TypeB,561,593
2400,567,10000085482,16,TypeB,561,593
2400,567,52270011076,16,TypeB,561,593
2400,567,53500000076,16,TypeB,561,593
2400,567,53600030082,16,TypeB,561,593
2400,567,53700048076,16,TypeB,561,593
2400,567,55310000076,16,TypeB,561,593
2400,567,57124921076,16,TypeB,561,593
2400,567,57418211676,16,TypeB,561,593
2400,600,10000085478,18,TypeA,587,642
2400,600,10000089248,18,TypeA,587,642
2400,600,10000089251,18,TypeA,587,642
2400,600,10000089278,18,TypeA,587,642
2400,600,51600030101,18,TypeA,587,642
2400,600,52000030042,18,TypeA,587,642
2400,600,52840001082,18,TypeA,587,642
2400,600,53210060033,18,TypeA,587,642
2400,600,54154888076,18,TypeA,587,642
2400,600,54300026050,18,TypeA,587,642
2400,600,55410000076,18,TypeA,587,642
2400,621,53600010087,19,TypeB,603,635
2400,621,53700048182,19,TypeB,603,635
2400,621,57007451076,19,TypeB,603,635
2406,443,52100000033,9,TypeB,435,467
2406,443,53700060051,9,TypeB,435,467
2407,508,10000085425,13,TypeA,504,551
2407,508,10000089128,13,TypeA,504,551
2407,508,52740022050,13,TypeA,504,551
2407,508,57680810050,13,TypeA,504,551
2407,593,10000089290,18,TypeA,587,642
2407,593,51600030101,18,TypeA,587,642
2407,593,53210060033,18,TypeA,587,642
2407,593,54060060076,18,TypeA,587,642
2407,628,10000089248,18,TypeA,587,642
2420,546,10000085429,13,TypeA,504,551
2421,451,10000085363,8,TypeA,412,460
2421,451,52840031033,8,TypeA,412,460
2421,489,10000089073,12,TypeB,477,509
2421,505,57631000076,13,TypeA,504,551
2421,605,10000085475,18,TypeA,587,642
2421,610,10000089290,18,TypeA,587,642
2421,610,51800015050,18,TypeA,587,642
2427,370,53620010028,3,TypeC,356,412
2427,505,10000085427,13,TypeA,504,551
2427,505,10000085432,13,TypeA,504,551
2427,620,51600070033,18,TypeA,587,642
2427,674,51200000009,25,TypeB,659,691
2427,674,57797520075,25,TypeB,659,691
2427,680,54900050082,25,TypeB,659,691
2427,682,52840000033,25,TypeB,659,691
2430,424,10000085361,8,TypeA,412,460
2430,424,10000089032,8,TypeA,412,460
2441,511,54180010033,13,TypeA,504,551
2441,511,57631000076,13,TypeA,504,551
2441,602,54300026050,18,TypeA,587,642
2441,608,54060060076,18,TypeA,587,642
2443,228,57457010076,26,TypeA,224,264
2443,378,53450050033,4,TypeB,372,404
2443,378,54759930033,4,TypeB,372,404
2448,312,52100023020,28,TypeB,259,320
2448,327,51111081540,30,TypeA,323,369
2448,341,51015877076,30,TypeA,323,369
2448,421,10000085364,8,TypeA,412,460
2448,424,10000085364,8,TypeA,412,460
2448,442,54450031033,8,TypeA,412,460
2448,453,54440020034,8,TypeA,412,460
2448,593,57631000076,18,TypeA,587,642
2448,619,10000085477,18,TypeA,587,642
2448,684,51111120078,20,TypeC,615,685
2451,325,54200000076,30,TypeA,323,369
2451,336,55100090033,30,TypeA,323,369
2451,384,54420933024,4,TypeB,372,404
2451,385,54300026150,4,TypeB,372,404
2451,415,10000085361,8,TypeA,412,460
2451,428,52484270076,8,TypeA,412,460
2451,440,51380041309,9,TypeB,435,467
2451,440,54154888076,8,TypeA,412,460
2451,440,54850011033,9,TypeB,435,467
2451,453,57127900036,8,TypeA,412,460
2451,455,53800050033,8,TypeA,412,460
2451,455,53800050033,9,TypeB,435,467
2451,479,10000089073,12,TypeB,477,509
2451,513,10000085428,13,TypeA,504,551
2451,513,51254711082,13,TypeA,504,551
2451,513,51600070033,13,TypeA,504,551
2451,513,54154888076,13,TypeA,504,551
2451,513,57047091041,13,TypeA,504,551
2451,513,57680810050,13,TypeA,504,551
2451,542,51600070033,13,TypeA,504,551
2451,591,10000085475,18,TypeA,587,642
2451,593,54300026050,18,TypeA,587,642
2451,598,54200029176,18,TypeA,587,642
2455,453,55000013033,8,TypeA,412,460
2455,606,10000085478,18,TypeA,587,642
2457,368,52400060032,30,TypeA,323,369
2462,425,52898920076,8,TypeA,412,460
2462,430,10000085364,8,TypeA,412,460
2462,430,54610020076,8,TypeA,412,460
2462,443,57127900036,8,TypeA,412,460
2462,481,10000089073,12,TypeB,477,509
2462,602,10000085475,18,TypeA,587,642
2462,602,51600070033,18,TypeA,587,642
2462,606,51258700050,18,TypeA,587,642
2462,641,54610000076,21,TypeB,624,656
2467,513,10000085426,13,TypeA,504,551
2467,513,56414410013,13,TypeA,504,551
2467,522,53010030033,13,TypeA,504,551
2467,537,54178802078,13,TypeA,504,551
2467,634,51800010250,18,TypeA,587,642
2475,513,51600070033,13,TypeA,504,551
2475,602,51600070033,18,TypeA,587,642
2478,641,10000085477,18,TypeA,587,642
2478,641,52113100033,18,TypeA,587,642
2478,641,54850010033,18,TypeA,587,642
2478,641,54850010033,22,TypeB,624,656
2481,458,10000085364,8,TypeA,412,460
2481,605,10000085476,18,TypeA,587,642
2481,605,52000030042,18,TypeA,587,642
2488,294,51200092776,29,TypeB,281,334
2488,294,51410010050,29,TypeB,281,334
2488,545,53010030033,13,TypeA,504,551
2488,545,55703711082,13,TypeA,504,551
2488,545,57631000076,13,TypeA,504,551
2488,565,54800110055,14,TypeC,531,596
2488,578,57124921076,16,TypeB,561,593
2488,621,10000085475,18,TypeA,587,642
2488,621,51800015050,18,TypeA,587,642
2488,621,54900050076,18,TypeA,587,642
2488,624,52200090076,18,TypeA,587,642
2489,357,52100000076,30,TypeA,323,369
2489,357,52100026076,30,TypeA,323,369
2489,415,10000089054,8,TypeA,412,460
2489,415,52700040009,8,TypeA,412,460
2489,415,53600000078,8,TypeA,412,460
2489,448,57047092032,8,TypeA,412,460
2489,505,10000085425,13,TypeA,504,551
2489,505,51600070033,13,TypeA,504,551
2489,505,51960060050,13,TypeA,504,551
2489,505,55150000034,11,TypeB,477,523
2489,515,10000085425,13,TypeA,504,551
2489,515,10000085427,13,TypeA,504,551
2489,515,10000085429,13,TypeA,504,551
2489,515,10000089098,13,TypeA,504,551
2489,515,10000089124,13,TypeA,504,551
2489,515,51254711082,13,TypeA,504,551
2489,515,51480000076,13,TypeA,504,551
2489,515,51600040033,13,TypeA,504,551
2489,515,52927461001,13,TypeA,504,551
2489,515,53500051576,11,TypeB,477,523
2489,515,54300020076,13,TypeA,504,551
2489,515,56414410013,13,TypeA,504,551
2489,515,57047091041,13,TypeA,504,551
2489,521,52740022050,13,TypeA,504,551
2489,529,51981012076,13,TypeA,504,551
2489,558,54589399250,14,TypeC,531,596
2489,558,54800140060,14,TypeC,531,596
2489,698,10000085496,24,TypeB,659,719
2494,633,51111120001,18,TypeA,587,642
2494,633,54105800093,18,TypeA,587,642
2494,635,10000085477,18,TypeA,587,642
2494,635,52310000076,18,TypeA,587,642
2494,635,54133500050,18,TypeA,587,642
2496,424,10000085363,8,TypeA,412,460
2496,424,57045970076,8,TypeA,412,460
2496,424,57910070076,8,TypeA,412,460
2496,522,10000085429,13,TypeA,504,551
2496,592,10000085479,18,TypeA,587,642
2496,592,10000089283,18,TypeA,587,642
2496,592,52100023024,18,TypeA,587,642
2496,592,53010010033,18,TypeA,587,642
2496,592,54133500050,18,TypeA,587,642
2496,592,54900050076,18,TypeA,587,642
2496,610,55100000013,18,TypeA,587,642
2500,449,53663200076,8,TypeA,412,460
2500,449,54300031076,8,TypeA,412,460
2500,624,55000013950,18,TypeA,587,642
